combination,n,distribution,success,nparams,fit_params,log_likelihood,ks_statistic,ks_pvalue,aic,bic,llr
"('fall', 1, 0)",52,norm,1,2,"{'loc': 0.19048076923076923, 'scale': 0.2416251459774811}",0.0743186132124245,0.355077107793492,0.0001,3.851362773575151,7.7538502107380065,
"('fall', 1, 1)",52,norm,1,2,"{'loc': 0.09659615384615386, 'scale': 0.12987142452550532}",32.35813499662968,0.43301301089096,0.0001,-60.71626999325936,-56.813782556096506,
"('fall', 1, 2)",52,norm,1,2,"{'loc': 0.059634615384615376, 'scale': 0.008946483723000739}",171.472920881598,0.1699775874214397,0.0008,-338.94584176319603,-335.0433543260332,
"('fall', 1, 3)",52,norm,1,2,"{'loc': 0.05919230769230769, 'scale': 0.009010759511952836}",171.10066382010308,0.1209479822669384,0.0561,-338.20132764020616,-334.2988402030433,
"('fall', 1, 4)",52,norm,1,2,"{'loc': 0.08263461538461539, 'scale': 0.04225974118297545}",90.73905661628504,0.193341065966958,0.0002,-177.47811323257008,-173.57562579540723,
"('fall', 1, 5)",52,norm,1,2,"{'loc': 0.16473076923076924, 'scale': 0.08102305355329797}",56.89231703116838,0.1859042203526782,0.0001,-109.78463406233676,-105.8821466251739,
"('fall', 1, 6)",52,norm,1,2,"{'loc': 0.1923653846153846, 'scale': 0.12205815588136568}",35.58459460771531,0.1720044326250666,0.0005,-67.16918921543062,-63.266701778267766,
"('fall', 1, 7)",52,norm,1,2,"{'loc': 0.18703846153846154, 'scale': 0.10934929241416833}",41.30201241456403,0.1034746062704417,0.1735,-78.60402482912806,-74.7015373919652,
"('fall', 1, 8)",52,norm,1,2,"{'loc': 0.15659615384615386, 'scale': 0.11122746264635168}",40.41645026681368,0.1762247541296289,0.0003,-76.83290053362735,-72.93041309646449,
"('fall', 1, 9)",52,norm,1,2,"{'loc': 0.2133076923076923, 'scale': 0.2652726129316738}",-4.780946532685979,0.3466436804858755,0.0001,13.561893065371958,17.464380502534812,
"('fall', 1, 10)",52,norm,1,2,"{'loc': 0.16001923076923077, 'scale': 0.2035736958208931}",8.985010570965311,0.2912242123083545,0.0001,-13.970021141930625,-10.067533704767769,
"('fall', 1, 11)",52,norm,1,2,"{'loc': 0.16492307692307692, 'scale': 0.16779725015554728}",19.035137654492125,0.3038094176255705,0.0001,-34.07027530898425,-30.1677878718214,
"('fall', 1, 12)",52,norm,1,2,"{'loc': 0.14042307692307693, 'scale': 0.11973212828801927}",36.585107648846375,0.2209865714728011,0.0001,-69.17021529769275,-65.26772786052989,
"('fall', 1, 13)",52,norm,1,2,"{'loc': 0.17771153846153845, 'scale': 0.18863602891633782}",12.947862737265266,0.3221301367665694,0.0001,-21.895725474530533,-17.99323803736768,
"('fall', 1, 14)",52,norm,1,2,"{'loc': 0.16426923076923078, 'scale': 0.2039665428243465}",8.884760099626904,0.3390648396193629,0.0001,-13.769520199253808,-9.867032762090954,
"('fall', 1, 15)",52,norm,1,2,"{'loc': 0.3288076923076923, 'scale': 0.36131783571028825}",-20.848945339743693,0.2792557130382485,0.0001,45.69789067948739,49.60037811665024,
"('fall', 1, 16)",52,norm,1,2,"{'loc': 0.4156346153846155, 'scale': 0.3354105996241572}",-16.980012714421168,0.1574986748236253,0.0021,37.960025428842336,41.86251286600519,
"('fall', 1, 17)",52,norm,1,2,"{'loc': 0.27784615384615385, 'scale': 0.2428902399007693}",-0.1972312092573289,0.3139482433018131,0.0001,4.3944624185146575,8.296949855677513,
"('fall', 1, 18)",52,norm,1,2,"{'loc': 0.21230769230769228, 'scale': 0.22622398179863337}",3.499140704033425,0.2716036976674084,0.0001,-2.99828140806685,0.904206029096005,
"('fall', 1, 19)",52,norm,1,2,"{'loc': 0.1862692307692308, 'scale': 0.26682968605638085}",-5.085279115912904,0.3658051151905012,0.0001,14.170558231825808,18.073045668988662,
"('fall', 1, 20)",52,norm,1,2,"{'loc': 0.10338461538461541, 'scale': 0.06145735039163146}",71.26461165756821,0.194825067089727,0.0002,-138.52922331513642,-134.62673587797357,
"('fall', 1, 21)",52,norm,1,2,"{'loc': 0.09553846153846156, 'scale': 0.03482950867520547}",100.79429192908228,0.1819242931947862,0.0004,-197.58858385816453,-193.6860964210017,
"('fall', 1, 22)",52,norm,1,2,"{'loc': 0.10774999999999998, 'scale': 0.07967189326809725}",57.76679369709754,0.2228016793758809,0.0001,-111.53358739419508,-107.63109995703222,
"('fall', 1, 23)",52,norm,1,2,"{'loc': 0.14621153846153845, 'scale': 0.18831329628884835}",13.03690441797869,0.3488635518450468,0.0001,-22.07380883595738,-18.171321398794525,
"('fall', 2, 0)",52,norm,1,2,"{'loc': 0.25440384615384615, 'scale': 0.2805358375307035}",-7.690006170969009,0.3428230049864721,0.0001,19.38001234193802,23.282499779100878,
