combination,n,distribution,success,nparams,fit_params,log_likelihood,ks_statistic,ks_pvalue,aic,bic,llr
"(1, 0)",192,norm,1,2,"{'loc': 0.12018229166666666, 'scale': 0.13612989009795606}",110.43979038431209,0.3861942242209409,0.0001,-216.87958076862418,-210.36459002456863,
"(1, 0)",192,lognorm_2,1,2,"{'s': 0.5103374713044239, 'loc': 0, 'scale': 0.09641328385492366}",305.8283170532551,0.13700535612533749,0.0001,-607.6566341065102,-601.1416433624546,
"(1, 0)",192,lognorm,1,3,"{'s': 1.0542269620061793, 'loc': 0.05886888649438478, 'scale': 0.027417993925588705}",407.96341908522913,0.13700535612533749,0.0001,-809.9268381704583,-800.154352054375,2.443574945666814e-46
"(1, 0)",192,exponnorm,1,3,"{'K': 17.88950306955737, 'loc': 0.0626672226688246, 'scale': 0.003215017684404523}",346.7794053899616,0.30482516312668506,0.0001,-687.5588107799232,-677.7863246638399,
"(1, 0)",192,invgauss_2,1,2,"{'mu': 0.3563821467477453, 'loc': 0, 'scale': 0.33722871014561284}",296.8764367195041,0.18951591568038828,0.0001,-589.7528734390082,-583.2378826949526,
"(1, 0)",192,invgauss,1,3,"{'mu': 2.1320855658014937, 'loc': 0.057479541009625726, 'scale': 0.029408961599257884}",402.89677984870707,0.18951469734726545,0.0001,-799.7935596974141,-790.0210735813308,4.9278321794274335e-48
"(1, 0)",192,beta,1,4,"{'a': 0.6691934019475954, 'b': 14.622710828722095, 'loc': 0.05999999999999999, 'scale': 1.4450541625110314}",363.14696118483187,0.26256367239787726,0.0001,-718.2939223696637,-705.2639408815526,
"(1, 0)",192,gamma_2,1,2,"{'a': 2.4225793374118014, 'loc': 0, 'scale': 0.04960922839995209}",248.5486158871187,0.1778305725483319,0.0001,-493.0972317742374,-486.5822410301818,
"(1, 0)",192,gamma,1,3,"{'a': 0.2830161252954674, 'loc': 0.05999999999999999, 'scale': 0.24778626269344428}",357.8711095045095,0.22583934581013942,0.0001,-709.742219009019,-699.9697328929357,1.7862839187714814e-49
"(1, 0)",192,gumbel_r,1,2,"{'loc': 0.08610724009432831, 'scale': 0.03956056216599399}",262.76806078268504,0.2871543875485205,0.0001,-521.5361215653701,-515.0211308213145,
"(1, 0)",192,rayleigh_1,1,1,"{'loc': 0, 'scale': 0.12840391389738348}",147.07920474505602,0.44332986799234,0.0001,-292.15840949011204,-288.90091411808424,
"(1, 0)",192,rayleigh,1,2,"{'loc': -0.04729163283837726, 'scale': 0.15260875198887308}",161.8000117076441,0.44332986799234,0.0001,-319.6000234152882,-313.0850326712326,5.7626857375134145e-08
"(1, 0)",192,weibull_min_2,1,2,"{'c': 1.2538978822770122, 'loc': 0, 'scale': 0.13168147381466017}",225.4876734664784,0.2280893068090757,0.0001,-446.9753469329568,-440.46035618890124,
"(1, 0)",192,weibull_min,1,3,"{'c': 0.7291396696374679, 'loc': 0.05999999999999999, 'scale': 0.048637451879977686}",387.9404598023496,0.21616348479018488,0.0001,-769.8809196046992,-760.1084334886159,1.237047167198047e-72
"(1, 0)",192,GMM2,1,6,"{'weights': array([0.92529418, 0.07470582]), 'means': array([0.0862248 , 0.54077436]), 'stds': array([0.01697707, 0.23091385])}",426.30230453720475,0.09527126741096625,0.0025,-840.6046090744095,-821.0596368422428,2.1063179417412553e-135
"(1, 0)",192,GMM3,1,9,"{'weights': array([0.93211269, 0.04214837, 0.02573893]), 'means': array([0.08658123, 0.71512931, 0.36276906]), 'stds': array([0.01750518, 0.12319155, 0.06858386])}",426.6893545538403,0.09891173727674024,0.0017,-835.3787091076806,-806.0612507594305,0.8556513985136245
"(1, 0)",192,WMM2,1,6,"{'weights': array([0.85196338, 0.14803662]), 'shapes': array([6.91080224, 0.84270211]), 'scales': array([0.08868461, 0.47801069])}",413.86101214124227,0.092694595760624,0.2181,-815.7220242824845,-796.1770520503178,2.9364141742013003e-80
"(1, 0)",192,WMM3,1,9,"{'weights': array([0.92126774, 0.        , 0.07873226]), 'shapes': array([3.74165439, 0.11047325, 1.41499619]), 'scales': array([0.0900999 , 0.12068093, 0.41482428])}",397.6550027071366,0.2161114914357221,0.0981,-777.3100054142732,-747.9925470660231,1.0
"(1, 0)",192,KDEscott,1,1,{'fitted_kde': <scipy.stats._kde.gaussian_kde object at 0x2b8099dc4f50>},318.1513584429687,0.2850225294877526,0.0001,-634.3027168859373,-631.0452215139096,
"(1, 0)",192,KDEsilverman,1,1,{'fitted_kde': <scipy.stats._kde.gaussian_kde object at 0x2b809dde8a50>},309.9496238525237,0.2917528903290291,0.0001,-617.8992477050474,-614.6417523330197,
"(1, 1)",192,norm,1,2,"{'loc': 0.09383333333333332, 'scale': 0.05823536416035268}",273.47019723882954,0.3043729609895116,0.0001,-542.9403944776591,-536.4254037336035,
"(1, 1)",192,lognorm_2,1,2,"{'s': 0.30482463364079615, 'loc': 0, 'scale': 0.08744904657219794}",423.50958457418807,0.07497965695049358,0.0019,-843.0191691483761,-836.5041784043206,
"(1, 1)",192,lognorm,1,3,"{'s': 0.7455596470046711, 'loc': 0.057885534894395844, 'scale': 0.024754133541471574}",494.10132432250316,0.07497965695049358,0.0052,-982.2026486450063,-972.430162528923,1.4669713686819571e-32
