combination,n,distribution,success,nparams,fit_params,log_likelihood,ks_statistic,ks_pvalue,aic,bic,llr
"(1, 0)",939,norm,1,2,"{'loc': 0.06645287539936101, 'scale': 0.025346154704259362}",2118.562142799087,0.2075092119141195,0.0001,-4233.124285598174,-4223.434654639757,
"(1, 1)",928,norm,1,2,"{'loc': 0.05868399784482758, 'scale': 0.011352503325447903}",2839.103219103059,0.0606470722990303,0.0001,-5674.206438206118,-5664.540374740545,
"(1, 2)",928,norm,1,2,"{'loc': 0.058935614224137935, 'scale': 0.010900007931125132}",2876.849396434486,0.0553203126852455,0.0001,-5749.698792868972,-5740.0327294034,
"(1, 3)",928,norm,1,2,"{'loc': 0.060620689655172415, 'scale': 0.013648947152091351}",2668.143245000011,0.1030935174799031,0.0001,-5332.286490000022,-5322.6204265344495,
"(1, 4)",928,norm,1,2,"{'loc': 0.06299811422413794, 'scale': 0.021541317286343432}",2244.687158283657,0.1968231375006854,0.0001,-4485.374316567315,-4475.708253101742,
"(1, 5)",928,norm,1,2,"{'loc': 0.07093372844827588, 'scale': 0.0351866260426098}",1789.3238285724144,0.2341419945632967,0.0001,-3574.647657144829,-3564.9815936792565,
"(1, 6)",928,norm,1,2,"{'loc': 0.08965921336206897, 'scale': 0.04669410830910109}",1526.7444395046275,0.1594836598722097,0.0001,-3049.4888790092555,-3039.822815543683,
"(1, 7)",928,norm,1,2,"{'loc': 0.1258927801724138, 'scale': 0.06265140782628487}",1253.9419906737148,0.103861968063611,0.0001,-2503.8839813474297,-2494.2179178818574,
"(1, 8)",928,norm,1,2,"{'loc': 0.1491101831896552, 'scale': 0.08458252207259137}",975.4106805270952,0.110346752692879,0.0001,-1946.821361054191,-1937.1552975886184,
"(1, 9)",928,norm,1,2,"{'loc': 0.15806169181034482, 'scale': 0.09680939536463508}",850.1154624938832,0.1621807330251344,0.0001,-1696.2309249877665,-1686.564861522194,
"(1, 10)",928,norm,1,2,"{'loc': 0.1708550646551724, 'scale': 0.12143251907010467}",639.817057303838,0.1717606790246333,0.0001,-1275.634114607676,-1265.9680511421036,
"(1, 11)",928,norm,1,2,"{'loc': 0.20021686422413792, 'scale': 0.1580445073974652}",395.2723757072175,0.1767690060308782,0.0001,-786.544751414435,-776.8786879488626,
"(1, 12)",928,norm,1,2,"{'loc': 0.17445501077586206, 'scale': 0.14144855659924035}",498.2252454270152,0.1712804922759366,0.0001,-992.4504908540304,-982.784427388458,
"(1, 13)",928,norm,1,2,"{'loc': 0.12299030172413794, 'scale': 0.12075413419118375}",645.0158806546924,0.2545764826758124,0.0001,-1286.0317613093848,-1276.3656978438123,
"(1, 14)",928,norm,1,2,"{'loc': 0.10393238146551723, 'scale': 0.09701949010133268}",848.1037087602606,0.2535730082584719,0.0001,-1692.2074175205212,-1682.541354054949,
"(1, 15)",928,norm,1,2,"{'loc': 0.1127957974137931, 'scale': 0.08909083293196154}",927.2207600304148,0.203882325126093,0.0001,-1850.4415200608291,-1840.7754565952569,
"(1, 16)",928,norm,1,2,"{'loc': 0.16478987068965517, 'scale': 0.14993833331826503}",444.1339768077621,0.2039070192086034,0.0001,-884.2679536155242,-874.6018901499518,
"(1, 17)",928,norm,1,2,"{'loc': 0.31632893318965516, 'scale': 0.2548862542238962}",-48.25659206279264,0.1612614993070611,0.0001,100.51318412558528,110.17924759115768,
"(1, 18)",928,norm,1,2,"{'loc': 0.33460048491379313, 'scale': 0.2658974225591131}",-87.50470129402856,0.1785909179680622,0.0001,179.00940258805713,188.67546605362952,
"(1, 19)",928,norm,1,2,"{'loc': 0.23376212284482759, 'scale': 0.15535159147297944}",411.2208032358453,0.1619286805108023,0.0001,-818.4416064716906,-808.7755430061183,
"(1, 20)",928,norm,1,2,"{'loc': 0.19793696120689658, 'scale': 0.09922176872128177}",827.2742422838012,0.1128533879274175,0.0001,-1650.5484845676024,-1640.88242110203,
"(1, 21)",928,norm,1,2,"{'loc': 0.1803149245689655, 'scale': 0.061786539000970496}",1266.8417726772127,0.0814969732073075,0.0001,-2529.6835453544254,-2520.017481888853,
"(1, 22)",928,norm,1,2,"{'loc': 0.14264655172413793, 'scale': 0.06958332784490451}",1156.5587436197393,0.1038674733439298,0.0001,-2309.1174872394786,-2299.4514237739063,
"(1, 23)",928,norm,1,2,"{'loc': 0.08231654094827587, 'scale': 0.044212171861704855}",1577.4298169733172,0.2378071860794212,0.0001,-3150.8596339466344,-3141.193570481062,
"(2, 0)",944,norm,1,2,"{'loc': 0.06172748940677967, 'scale': 0.020679446859250102}",2321.9345632430754,0.2016348038729416,0.0001,-4639.869126486151,-4630.16887415386,
"(2, 1)",928,norm,1,2,"{'loc': 0.058478987068965524, 'scale': 0.009077208055676574}",3046.6704773040806,0.0264054086604156,0.125,-6089.340954608161,-6079.674891142588,
"(2, 2)",928,norm,1,2,"{'loc': 0.0581015625, 'scale': 0.010004234837918112}",2956.4300640138,0.0519425181314621,0.0001,-5908.8601280276,-5899.194064562027,
"(2, 3)",928,norm,1,2,"{'loc': 0.05918965517241379, 'scale': 0.01154218255417287}",2823.726170239136,0.0587935810609314,0.0001,-5643.452340478272,-5633.786277012699,
"(2, 4)",928,norm,1,2,"{'loc': 0.06030522629310345, 'scale': 0.015998349259958636}",2520.7553537046674,0.140483449883773,0.0001,-5037.510707409335,-5027.844643943762,
"(2, 5)",928,norm,1,2,"{'loc': 0.06529929956896552, 'scale': 0.024553714473471037}",2123.2209413570536,0.1970095897871808,0.0001,-4242.441882714107,-4232.775819248534,
"(2, 6)",928,norm,1,2,"{'loc': 0.08767429956896552, 'scale': 0.043818929622474766}",1585.7207782187425,0.1519765891537841,0.0001,-3167.441556437485,-3157.7754929719126,
"(2, 7)",928,norm,1,2,"{'loc': 0.12037015086206898, 'scale': 0.061393820663890916}",1272.7590122855806,0.1264267509683279,0.0001,-2541.5180245711613,-2531.851961105589,
"(2, 8)",928,norm,1,2,"{'loc': 0.1371015625, 'scale': 0.06984713616326338}",1153.047109152916,0.1052286030274589,0.0001,-2302.094218305832,-2292.42815484026,
"(2, 9)",928,norm,1,2,"{'loc': 0.17706734913793107, 'scale': 0.11387356241606907}",699.4595974604008,0.1689531855526856,0.0001,-1394.9191949208016,-1385.253131455229,
"(2, 10)",928,norm,1,2,"{'loc': 0.1854706357758621, 'scale': 0.1358132071975053}",535.9536684095383,0.1806714941420718,0.0001,-1067.9073368190766,-1058.241273353504,
"(2, 11)",928,norm,1,2,"{'loc': 0.15000511853448276, 'scale': 0.1438506718818095}",482.5980341538611,0.2225528985078041,0.0001,-961.1960683077222,-951.5300048421498,
"(2, 12)",928,norm,1,2,"{'loc': 0.11206977370689657, 'scale': 0.11971797316061553}",653.0131772881664,0.2773316333716648,0.0001,-1302.0263545763328,-1292.3602911107605,
"(2, 13)",928,norm,1,2,"{'loc': 0.10061988146551724, 'scale': 0.07525086529092781}",1083.8941106119378,0.2290363924588553,0.0001,-2163.788221223876,-2154.1221577583037,
"(2, 14)",928,norm,1,2,"{'loc': 0.1122780172413793, 'scale': 0.10287497130740646}",793.7205953581099,0.2346174289197225,0.0001,-1583.4411907162198,-1573.7751272506473,
"(2, 15)",932,norm,1,2,"{'loc': 0.14146378755364805, 'scale': 0.13454045867995706}",547.0390626319071,0.2417945938845012,0.0001,-1090.0781252638142,-1080.403459634443,
"(2, 16)",928,norm,1,2,"{'loc': 0.16572710129310345, 'scale': 0.15714120522385355}",400.59156803484495,0.2118579366435239,0.0001,-797.1831360696899,-787.5170726041175,
"(2, 17)",925,norm,1,2,"{'loc': 0.20130351351351353, 'scale': 0.19129657772636025}",217.36737712635667,0.2208885445239697,0.0001,-430.7347542527133,-421.0751667776885,
"(2, 18)",927,norm,1,2,"{'loc': 0.22479476806903992, 'scale': 0.17351948871368178}",308.2523675339645,0.1864788146338842,0.0001,-612.504735067929,-602.8408279367973,
"(2, 19)",928,norm,1,2,"{'loc': 0.19399542025862065, 'scale': 0.08983466490368774}",919.5049223805988,0.0598808493263695,0.0001,-1835.0098447611977,-1825.3437812956251,
"(2, 20)",928,norm,1,2,"{'loc': 0.1884366918103448, 'scale': 0.08687108009107232}",950.6353715445134,0.1156211820116587,0.0001,-1897.2707430890268,-1887.6046796234543,
"(2, 21)",928,norm,1,2,"{'loc': 0.17519019396551724, 'scale': 0.06704087192427878}",1191.1012552344414,0.0636742494330365,0.0001,-2378.202510468883,-2368.5364470033105,
"(2, 22)",928,norm,1,2,"{'loc': 0.13547386853448276, 'scale': 0.08048533950228061}",1021.48829381611,0.1173027899144217,0.0001,-2038.97658763222,-2029.3105241666476,
"(2, 23)",928,norm,1,2,"{'loc': 0.0856373922413793, 'scale': 0.052268260168110814}",1422.0926634697016,0.2487879997046271,0.0001,-2840.1853269394032,-2830.519263473831,
"(3, 0)",944,norm,1,2,"{'loc': 0.061286546610169496, 'scale': 0.015393148106379869}",2600.620184767537,0.129693613360224,0.0001,-5197.240369535075,-5187.540117202784,
"(3, 1)",928,norm,1,2,"{'loc': 0.05878205818965518, 'scale': 0.011493930358922134}",2827.6138142048912,0.0659457273249668,0.0001,-5651.227628409783,-5641.56156494421,
"(3, 2)",928,norm,1,2,"{'loc': 0.05875592672413794, 'scale': 0.010826653453549316}",2883.115726326753,0.0795410579300293,0.0001,-5762.231452653506,-5752.565389187933,
"(3, 3)",928,norm,1,2,"{'loc': 0.06057058189655173, 'scale': 0.01594504983062303}",2523.852201111877,0.1534486612804014,0.0001,-5043.704402223755,-5034.038338758182,
"(3, 4)",928,norm,1,2,"{'loc': 0.061733836206896556, 'scale': 0.018186652206307014}",2401.7835412651084,0.1691711860937097,0.0001,-4799.567082530217,-4789.901019064644,
"(3, 5)",928,norm,1,2,"{'loc': 0.06640813577586208, 'scale': 0.02400227250095318}",2144.300119641573,0.1944803750675855,0.0001,-4284.600239283147,-4274.934175817574,
"(3, 6)",928,norm,1,2,"{'loc': 0.08961287715517241, 'scale': 0.04417584149250715}",1578.192693821313,0.1467991168412509,0.0001,-3152.385387642626,-3142.7193241770537,
"(3, 7)",928,norm,1,2,"{'loc': 0.11040409482758622, 'scale': 0.05603925405540151}",1357.4453031850337,0.1320782090648435,0.0001,-2710.890606370067,-2701.2245429044947,
"(3, 8)",928,norm,1,2,"{'loc': 0.13581600215517242, 'scale': 0.08447142331946571}",976.6304054794342,0.1410534274544474,0.0001,-1949.2608109588684,-1939.594747493296,
"(3, 9)",931,norm,1,2,"{'loc': 0.16541272824919442, 'scale': 0.10287605870692211}",796.2766617370097,0.1434478429504017,0.0001,-1588.5533234740194,-1578.8808049194652,
"(3, 10)",936,norm,1,2,"{'loc': 0.17451095085470084, 'scale': 0.1493859826819514}",451.4171702637411,0.21931621318786,0.0001,-898.8343405274823,-889.151109574527,
"(3, 11)",936,norm,1,2,"{'loc': 0.16576869658119658, 'scale': 0.14581364353455567}",474.0721629007109,0.1962239630808286,0.0001,-944.1443258014218,-934.4610948484666,
"(3, 12)",936,norm,1,2,"{'loc': 0.1796663995726496, 'scale': 0.18207964049170408}",266.1727248590564,0.2260911248684227,0.0001,-528.3454497181128,-518.6622187651576,
"(3, 13)",936,norm,1,2,"{'loc': 0.16783119658119655, 'scale': 0.18757497027986242}",238.34129790716605,0.2484913175917162,0.0001,-472.6825958143321,-462.9993648613769,
"(3, 14)",936,norm,1,2,"{'loc': 0.15061511752136753, 'scale': 0.1623645388996015}",373.4384457236399,0.2644950094107012,0.0001,-742.8768914472798,-733.1936604943246,
"(3, 15)",936,norm,1,2,"{'loc': 0.13941773504273505, 'scale': 0.1339312456785767}",553.6347986091234,0.2321309996585537,0.0001,-1103.2695972182469,-1093.5863662652916,
"(3, 16)",936,norm,1,2,"{'loc': 0.15072168803418803, 'scale': 0.10916958671830061}",744.9757203689594,0.1581552376251829,0.0001,-1485.9514407379188,-1476.2682097849636,
"(3, 17)",936,norm,1,2,"{'loc': 0.25086939102564104, 'scale': 0.20210917749241142}",168.48815419677544,0.1562212024214728,0.0001,-332.9763083935509,-323.2930774405957,
"(3, 18)",936,norm,1,2,"{'loc': 0.3220333867521368, 'scale': 0.24643490610671365}",-17.111147267052758,0.1467644099953077,0.0001,38.22229453410552,47.9055254870607,
"(3, 19)",936,norm,1,2,"{'loc': 0.2626685363247863, 'scale': 0.20020152667501623}",177.36474897281872,0.2034595580454321,0.0001,-350.72949794563743,-341.04626699268226,
"(3, 20)",936,norm,1,2,"{'loc': 0.2060325854700855, 'scale': 0.09570245176966784}",868.2081673065395,0.0892124042637606,0.0001,-1732.416334613079,-1722.7331036601238,
"(3, 21)",936,norm,1,2,"{'loc': 0.1893111645299145, 'scale': 0.07558574817213998}",1089.0818608222164,0.0622323808066137,0.0001,-2174.163721644433,-2164.480490691478,
"(3, 22)",936,norm,1,2,"{'loc': 0.13757852564102566, 'scale': 0.06886773313429907}",1176.204736420932,0.1169282884102604,0.0001,-2348.409472841864,-2338.726241888909,
"(3, 23)",936,norm,1,2,"{'loc': 0.08030261752136753, 'scale': 0.040802491571828}",1666.148888004081,0.2515392630395489,0.0001,-3328.297776008162,-3318.614545055207,
"(4, 0)",952,norm,1,2,"{'loc': 0.06357720588235295, 'scale': 0.020904063207411644}",2331.327280558865,0.1929070549180859,0.0001,-4658.65456111773,-4648.937431048147,
"(4, 1)",936,norm,1,2,"{'loc': 0.05875106837606838, 'scale': 0.012150784282820282}",2799.97195425275,0.0791655375414118,0.0001,-5595.9439085055,-5586.260677552545,
"(4, 2)",936,norm,1,2,"{'loc': 0.06004059829059829, 'scale': 0.012796111616631679}",2751.5361752920253,0.0975801429380274,0.0001,-5499.072350584051,-5489.389119631095,
"(4, 3)",936,norm,1,2,"{'loc': 0.06058840811965813, 'scale': 0.014801932938863113}",2615.2391955063954,0.1236497232269694,0.0001,-5226.478391012791,-5216.795160059835,
"(4, 4)",936,norm,1,2,"{'loc': 0.0629642094017094, 'scale': 0.02288385590601136}",2207.448421873692,0.2073019268896883,0.0001,-4410.896843747383,-4401.213612794428,
"(4, 5)",936,norm,1,2,"{'loc': 0.06759134615384617, 'scale': 0.029925172705194753}",1956.3492528048328,0.2413582088511805,0.0001,-3908.6985056096655,-3899.0152746567114,
"(4, 6)",936,norm,1,2,"{'loc': 0.08982505341880342, 'scale': 0.04709170183171769}",1531.9698658933698,0.1542982239173001,0.0001,-3059.93973178674,-3050.2565008337847,
"(4, 7)",936,norm,1,2,"{'loc': 0.1172278311965812, 'scale': 0.05563429627972193}",1375.935813836915,0.1366373653143333,0.0001,-2747.87162767383,-2738.188396720875,
"(4, 8)",936,norm,1,2,"{'loc': 0.14935630341880343, 'scale': 0.10051012207610778}",822.3305745795813,0.1452662820408222,0.0001,-1640.6611491591625,-1630.9779182062073,
"(4, 9)",936,norm,1,2,"{'loc': 0.1662799145299145, 'scale': 0.11142297683832568}",725.8522604774473,0.1575659773949789,0.0001,-1447.7045209548946,-1438.0212900019394,
"(4, 10)",936,norm,1,2,"{'loc': 0.17589449786324785, 'scale': 0.12977217985237338}",583.1619724522958,0.1626348372667773,0.0001,-1162.3239449045916,-1152.6407139516364,
"(4, 11)",936,norm,1,2,"{'loc': 0.1514586004273504, 'scale': 0.13227442885177226}",565.2859444890939,0.2065019172815167,0.0001,-1126.571888978188,-1116.8886580252326,
"(4, 12)",936,norm,1,2,"{'loc': 0.15049866452991453, 'scale': 0.13038099858704152}",578.7810505709997,0.2039624697253878,0.0001,-1153.5621011419994,-1143.8788701890442,
"(4, 13)",936,norm,1,2,"{'loc': 0.13351709401709402, 'scale': 0.12567288591313064}",613.2057592726185,0.2298475049028028,0.0001,-1222.411518545237,-1212.7282875922815,
"(4, 14)",936,norm,1,2,"{'loc': 0.10889850427350428, 'scale': 0.09664049288065431}",859.0785011000075,0.2490140636015282,0.0001,-1714.157002200015,-1704.47377124706,
"(4, 15)",936,norm,1,2,"{'loc': 0.11822569444444443, 'scale': 0.13033127584426143}",579.1380762454371,0.2793486912827669,0.0001,-1154.2761524908742,-1144.592921537919,
"(4, 16)",936,norm,1,2,"{'loc': 0.1329831730769231, 'scale': 0.14815661667148955}",459.1518148909474,0.2724550927510296,0.0001,-914.3036297818948,-904.6203988289396,
"(4, 17)",936,norm,1,2,"{'loc': 0.23187019230769232, 'scale': 0.2300874705428736}",47.1343414879485,0.2173472594244067,0.0001,-90.268682975897,-80.58545202294181,
"(4, 18)",936,norm,1,2,"{'loc': 0.3174465811965812, 'scale': 0.28448829189527514}",-151.5153310390292,0.1952730108034225,0.0001,307.0306620780584,316.7138930310136,
"(4, 19)",936,norm,1,2,"{'loc': 0.2224997329059829, 'scale': 0.15573014610337133}",412.4877766652493,0.1285684961122059,0.0001,-820.9755533304987,-811.2923223775434,
"(4, 20)",936,norm,1,2,"{'loc': 0.177491452991453, 'scale': 0.07712611291515757}",1070.198844284956,0.0849820069474313,0.0001,-2136.397688569912,-2126.714457616957,
"(4, 21)",936,norm,1,2,"{'loc': 0.17080395299145298, 'scale': 0.06579527888602721}",1218.923465266524,0.0473033056437988,0.0002,-2433.846930533048,-2424.163699580093,
"(4, 22)",936,norm,1,2,"{'loc': 0.13944391025641026, 'scale': 0.07103136668913945}",1147.2506902958849,0.0848912120063606,0.0001,-2290.5013805917697,-2280.8181496388147,
"(4, 23)",936,norm,1,2,"{'loc': 0.08529033119658119, 'scale': 0.045646300085939145}",1561.148963353754,0.2355111174332302,0.0001,-3118.297926707508,-3108.614695754553,
