combination,n,distribution,success,nparams,fit_params,log_likelihood,ks_statistic,ks_pvalue,aic,bic,llr
"(1, 0)",852,norm,1,2,"{'loc': 1.402275234741784, 'scale': 0.9027884304831043}",-1121.8041043120936,0.1799717200211144,0.0001,2247.6082086241872,2257.103381677846,
"(1, 1)",840,norm,1,2,"{'loc': 1.2249136904761906, 'scale': 1.0056423140612314}",-1196.63459078971,0.114602567353353,0.0001,2397.26918157942,2406.735985363094,
"(1, 2)",840,norm,1,2,"{'loc': 0.8295583333333334, 'scale': 0.8923065941181574}",-1096.194156225039,0.2818784528359527,0.0001,2196.388312450078,2205.8551162337526,
"(1, 3)",840,norm,1,2,"{'loc': 0.7704645833333333, 'scale': 0.8780838004291031}",-1082.697241905863,0.3098367350033538,0.0001,2169.394483811726,2178.8612875954004,
"(1, 4)",840,norm,1,2,"{'loc': 0.7113467261904762, 'scale': 0.8841436723055663}",-1088.474376265017,0.3083475998805836,0.0001,2180.9487525300347,2190.415556313709,
"(1, 5)",840,norm,1,2,"{'loc': 0.7101261904761904, 'scale': 0.7696128983083836}",-971.939567079436,0.2598936182086167,0.0001,1947.879134158872,1957.345937942547,
"(1, 6)",840,norm,1,2,"{'loc': 0.7066467261904761, 'scale': 0.6636125283416674}",-847.4606210432526,0.1941111248252975,0.0001,1698.9212420865051,1708.38804587018,
"(1, 7)",840,norm,1,2,"{'loc': 0.3351928571428572, 'scale': 0.34464484913068544}",-297.1060833087615,0.2438986409518411,0.0001,598.212166617523,607.6789704011977,
"(1, 8)",840,norm,1,2,"{'loc': 0.22275386904761904, 'scale': 0.1279800401798469}",535.0316412941557,0.1843485228311395,0.0001,-1066.0632825883115,-1056.5964788046367,
"(1, 9)",840,norm,1,2,"{'loc': 0.18850059523809526, 'scale': 0.08810430270087606}",848.6481151666898,0.1175206028396582,0.0001,-1693.2962303333795,-1683.8294265497047,
"(1, 10)",840,norm,1,2,"{'loc': 0.17017976190476192, 'scale': 0.11657947859085123}",613.404527999591,0.1250259190202717,0.0001,-1222.809055999182,-1213.3422522155072,
"(1, 11)",840,norm,1,2,"{'loc': 0.19300297619047618, 'scale': 0.14101024054149708}",453.5867532694666,0.1615721625751581,0.0001,-903.1735065389332,-893.7067027552587,
"(1, 12)",840,norm,1,2,"{'loc': 0.1938848214285714, 'scale': 0.14494492506586446}",430.4688382188224,0.1780571114812982,0.0001,-856.9376764376448,-847.4708726539701,
