combination,n,distribution,success,nparams,fit_params,log_likelihood,ks_statistic,ks_pvalue,aic,bic,llr
"(1, 0)",940,norm,1,2,"{'loc': 0.1358186170212766, 'scale': 0.12386811878047971}",629.4233461113231,0.2268326468827236,0.0001,-1254.8466922226462,-1245.1549324721182,
"(1, 1)",928,norm,1,2,"{'loc': 0.09283674568965518, 'scale': 0.05531422792909816}",1369.5299500458495,0.1924680565251162,0.0001,-2735.059900091699,-2725.393836626127,
"(1, 2)",928,norm,1,2,"{'loc': 0.0843103448275862, 'scale': 0.03725949088894677}",1736.204521240392,0.1133631149245715,0.0001,-3468.409042480784,-3458.742979015212,
"(1, 3)",928,norm,1,2,"{'loc': 0.08253663793103448, 'scale': 0.030353478421328888}",1926.4404196114067,0.1212385476882465,0.0001,-3848.880839222813,-3839.214775757241,
"(1, 4)",928,norm,1,2,"{'loc': 0.07988146551724137, 'scale': 0.029564620216432923}",1950.8772002165183,0.1278487671993241,0.0001,-3897.754400433037,-3888.088336967465,
"(1, 5)",928,norm,1,2,"{'loc': 0.09232839439655172, 'scale': 0.038010180540020706}",1717.6933976494852,0.0897115113793306,0.0001,-3431.3867952989704,-3421.720731833398,
"(1, 6)",928,norm,1,2,"{'loc': 0.13830495689655173, 'scale': 0.0820990268669376}",1003.0664604772186,0.1599612428172312,0.0001,-2002.1329209544367,-1992.466857488865,
"(1, 7)",928,norm,1,2,"{'loc': 0.2787260237068966, 'scale': 0.20574705796967346}",150.4930225892553,0.1895347016024604,0.0001,-296.9860451785106,-287.3199817129382,
"(1, 8)",928,norm,1,2,"{'loc': 0.3824105603448276, 'scale': 0.2432280304838406}",-4.809503465705332,0.0861487539373002,0.0001,13.619006931410665,23.285070396983063,
"(1, 9)",928,norm,1,2,"{'loc': 0.36057004310344826, 'scale': 0.2621147549142324}",-74.20813057509054,0.1129638424248167,0.0001,152.41626115018107,162.08232461575346,
"(1, 10)",928,norm,1,2,"{'loc': 0.3163186961206897, 'scale': 0.2816313359407161}",-140.85383567701905,0.1758398654066854,0.0001,285.7076713540381,295.3737348196105,
"(1, 11)",928,norm,1,2,"{'loc': 0.33615840517241385, 'scale': 0.2690850584568772}",-98.56360967233248,0.146460028756724,0.0001,201.12721934466492,210.79328281023732,
"(1, 12)",928,norm,1,2,"{'loc': 0.4128267780172414, 'scale': 0.2944172616216722}",-182.05622095812373,0.1048162199712074,0.0001,368.11244191624746,377.7785053818199,
"(1, 13)",928,norm,1,2,"{'loc': 0.5258456357758621, 'scale': 0.3155918125686591}",-246.50733159567355,0.0649797004685121,0.0001,497.0146631913471,506.6807266569195,
"(1, 14)",928,norm,1,2,"{'loc': 0.6646646012931035, 'scale': 0.3790610287512348}",-416.5610780814821,0.0651176022760206,0.0001,837.1221561629642,846.7882196285366,
"(1, 15)",928,norm,1,2,"{'loc': 0.6118763469827586, 'scale': 0.4246245557351988}",-521.8966527701833,0.1210831642547563,0.0001,1047.7933055403666,1057.4593690059392,
"(1, 16)",928,norm,1,2,"{'loc': 0.38143507543103444, 'scale': 0.3018133846071303}",-205.08071411833845,0.1338042732150928,0.0001,414.1614282366769,423.8274917022493,
"(1, 17)",928,norm,1,2,"{'loc': 0.3302400323275862, 'scale': 0.20648867321543452}",147.15406073582074,0.0874235542838571,0.0001,-290.30812147164147,-280.6420580060691,
"(1, 18)",928,norm,1,2,"{'loc': 0.3928383620689655, 'scale': 0.27879755205450496}",-131.4689737780314,0.108305106189484,0.0001,266.9379475560628,276.6040110216352,
"(1, 19)",928,norm,1,2,"{'loc': 0.480167025862069, 'scale': 0.33271663948256075}",-295.5442891078037,0.1100097931477188,0.0001,595.0885782156074,604.7546416811798,
"(1, 20)",928,norm,1,2,"{'loc': 0.5763232758620689, 'scale': 0.3540421029098138}",-353.19596021346763,0.0911587988555558,0.0001,710.3919204269353,720.0579838925077,
"(1, 21)",928,norm,1,2,"{'loc': 0.45973248922413795, 'scale': 0.26967877683568753}",-100.60892467856748,0.0817333105329286,0.0001,205.21784935713495,214.88391282270737,
