,Unnamed: 0.1,Datetime,KWH/qh,next_hour_cons,Month,Day,Weekend,Hour,Season
0,0,2023-04-30 23:00:00,2.012500047683716,7.975,4,7,1,23,spring
1,1,2023-04-30 23:15:00,1.975000023841858,7.975,4,7,1,23,spring
2,2,2023-04-30 23:30:00,1.975000023841858,7.975,4,7,1,23,spring
3,3,2023-04-30 23:45:00,2.012500047683716,7.975,4,7,1,23,spring
4,4,2023-05-01 00:00:00,2.012500047683716,7.975,5,1,0,0,spring
5,5,2023-05-01 00:15:00,1.975000023841858,7.9125,5,1,0,0,spring
6,6,2023-05-01 00:30:00,1.975000023841858,7.9125,5,1,0,0,spring
7,7,2023-05-01 00:45:00,2.012500047683716,7.975,5,1,0,0,spring
8,8,2023-05-01 01:00:00,1.950000047683716,7.8875,5,1,0,1,spring
9,9,2023-05-01 01:15:00,1.975000023841858,7.8625,5,1,0,1,spring
10,10,2023-05-01 01:30:00,2.0374999046325684,7.7875,5,1,0,1,spring
11,11,2023-05-01 01:45:00,1.924999952316284,7.675,5,1,0,1,spring
12,12,2023-05-01 02:00:00,1.924999952316284,7.7375,5,1,0,2,spring
13,13,2023-05-01 02:15:00,1.899999976158142,7.7625,5,1,0,2,spring
14,14,2023-05-01 02:30:00,1.924999952316284,7.7875,5,1,0,2,spring
15,15,2023-05-01 02:45:00,1.987499952316284,7.775,5,1,0,2,spring
16,16,2023-05-01 03:00:00,1.950000047683716,7.7375,5,1,0,3,spring
17,17,2023-05-01 03:15:00,1.924999952316284,7.7375,5,1,0,3,spring
18,18,2023-05-01 03:30:00,1.912500023841858,7.8125,5,1,0,3,spring
19,19,2023-05-01 03:45:00,1.950000047683716,7.8625,5,1,0,3,spring
20,20,2023-05-01 04:00:00,1.950000047683716,8.375,5,1,0,4,spring
21,21,2023-05-01 04:15:00,2.0,8.975,5,1,0,4,spring
22,22,2023-05-01 04:30:00,1.962499976158142,9.5125,5,1,0,4,spring
23,23,2023-05-01 04:45:00,2.462500095367432,10.0375,5,1,0,4,spring
24,24,2023-05-01 05:00:00,2.549999952316284,10.0625,5,1,0,5,spring
25,25,2023-05-01 05:15:00,2.5374999046325684,9.95,5,1,0,5,spring
26,26,2023-05-01 05:30:00,2.487499952316284,9.8875,5,1,0,5,spring
27,27,2023-05-01 05:45:00,2.487499952316284,9.9625,5,1,0,5,spring
28,28,2023-05-01 06:00:00,2.4375,10.1625,5,1,0,6,spring
29,29,2023-05-01 06:15:00,2.4749999046325684,10.3875,5,1,0,6,spring
30,30,2023-05-01 06:30:00,2.5625,10.6375,5,1,0,6,spring
31,31,2023-05-01 06:45:00,2.6875,10.65,5,1,0,6,spring
32,32,2023-05-01 07:00:00,2.6624999046325684,10.525,5,1,0,7,spring
33,33,2023-05-01 07:15:00,2.7249999046325684,10.575,5,1,0,7,spring
34,34,2023-05-01 07:30:00,2.575000047683716,10.55,5,1,0,7,spring
35,35,2023-05-01 07:45:00,2.5625,10.5,5,1,0,7,spring
36,36,2023-05-01 08:00:00,2.712500095367432,10.525,5,1,0,8,spring
37,37,2023-05-01 08:15:00,2.700000047683716,10.5875,5,1,0,8,spring
38,38,2023-05-01 08:30:00,2.525000095367432,10.625,5,1,0,8,spring
39,39,2023-05-01 08:45:00,2.587500095367432,10.8125,5,1,0,8,spring
40,40,2023-05-01 09:00:00,2.775000095367432,10.9125,5,1,0,9,spring
41,41,2023-05-01 09:15:00,2.737499952316284,10.8875,5,1,0,9,spring
42,42,2023-05-01 09:30:00,2.712500095367432,10.75,5,1,0,9,spring
43,43,2023-05-01 09:45:00,2.6875,10.525,5,1,0,9,spring
44,44,2023-05-01 10:00:00,2.75,10.5625,5,1,0,10,spring
45,45,2023-05-01 10:15:00,2.5999999046325684,10.3875,5,1,0,10,spring
46,46,2023-05-01 10:30:00,2.487499952316284,10.6125,5,1,0,10,spring
47,47,2023-05-01 10:45:00,2.7249999046325684,10.6875,5,1,0,10,spring
48,48,2023-05-01 11:00:00,2.575000047683716,10.7,5,1,0,11,spring
49,49,2023-05-01 11:15:00,2.825000047683716,10.7875,5,1,0,11,spring
50,50,2023-05-01 11:30:00,2.5625,10.8625,5,1,0,11,spring
51,51,2023-05-01 11:45:00,2.737499952316284,11.1,5,1,0,11,spring
52,52,2023-05-01 12:00:00,2.6624999046325684,11.1,5,1,0,12,spring
53,53,2023-05-01 12:15:00,2.900000095367432,11.175,5,1,0,12,spring
54,54,2023-05-01 12:30:00,2.799999952316284,11.0,5,1,0,12,spring
55,55,2023-05-01 12:45:00,2.737499952316284,10.85,5,1,0,12,spring
56,56,2023-05-01 13:00:00,2.737499952316284,10.8625,5,1,0,13,spring
57,57,2023-05-01 13:15:00,2.7249999046325684,10.775,5,1,0,13,spring
58,58,2023-05-01 13:30:00,2.650000095367432,10.8,5,1,0,13,spring
59,59,2023-05-01 13:45:00,2.75,10.9625,5,1,0,13,spring
60,60,2023-05-01 14:00:00,2.650000095367432,10.7125,5,1,0,14,spring
61,61,2023-05-01 14:15:00,2.75,10.7125,5,1,0,14,spring
62,62,2023-05-01 14:30:00,2.8125,10.9625,5,1,0,14,spring
63,63,2023-05-01 14:45:00,2.5,11.0,5,1,0,14,spring
64,64,2023-05-01 15:00:00,2.650000095367432,11.35,5,1,0,15,spring
65,65,2023-05-01 15:15:00,3.0,11.3125,5,1,0,15,spring
66,66,2023-05-01 15:30:00,2.8499999046325684,11.05,5,1,0,15,spring
67,67,2023-05-01 15:45:00,2.8499999046325684,10.925,5,1,0,15,spring
68,68,2023-05-01 16:00:00,2.612499952316284,10.4125,5,1,0,16,spring
69,69,2023-05-01 16:15:00,2.737499952316284,10.1,5,1,0,16,spring
70,70,2023-05-01 16:30:00,2.7249999046325684,9.75,5,1,0,16,spring
71,71,2023-05-01 16:45:00,2.337500095367432,9.2625,5,1,0,16,spring
72,72,2023-05-01 17:00:00,2.299999952316284,8.7875,5,1,0,17,spring
73,73,2023-05-01 17:15:00,2.387500047683716,8.2625,5,1,0,17,spring
74,74,2023-05-01 17:30:00,2.237499952316284,7.6875,5,1,0,17,spring
75,75,2023-05-01 17:45:00,1.862499952316284,7.2625,5,1,0,17,spring
76,76,2023-05-01 18:00:00,1.774999976158142,7.2,5,1,0,18,spring
77,77,2023-05-01 18:15:00,1.8125,7.1875,5,1,0,18,spring
78,78,2023-05-01 18:30:00,1.8125,7.2125,5,1,0,18,spring
79,79,2023-05-01 18:45:00,1.7999999523162842,7.2,5,1,0,18,spring
80,80,2023-05-01 19:00:00,1.7625000476837158,7.2875,5,1,0,19,spring
81,81,2023-05-01 19:15:00,1.837499976158142,7.475,5,1,0,19,spring
82,82,2023-05-01 19:30:00,1.7999999523162842,7.4,5,1,0,19,spring
83,83,2023-05-01 19:45:00,1.887500047683716,7.325,5,1,0,19,spring
84,84,2023-05-01 20:00:00,1.950000047683716,7.45,5,1,0,20,spring
85,85,2023-05-01 20:15:00,1.7625000476837158,7.75,5,1,0,20,spring
86,86,2023-05-01 20:30:00,1.725000023841858,7.975,5,1,0,20,spring
87,87,2023-05-01 20:45:00,2.012500047683716,8.25,5,1,0,20,spring
88,88,2023-05-01 21:00:00,2.25,8.225,5,1,0,21,spring
89,89,2023-05-01 21:15:00,1.987499952316284,7.9125,5,1,0,21,spring
90,90,2023-05-01 21:30:00,2.0,7.9,5,1,0,21,spring
91,91,2023-05-01 21:45:00,1.987499952316284,7.8875,5,1,0,21,spring
92,92,2023-05-01 22:00:00,1.9375,7.8875,5,1,0,22,spring
93,93,2023-05-01 22:15:00,1.975000023841858,7.925,5,1,0,22,spring
94,94,2023-05-01 22:30:00,1.987499952316284,7.9,5,1,0,22,spring
95,95,2023-05-01 22:45:00,1.987499952316284,7.8875,5,1,0,22,spring
96,96,2023-05-01 23:00:00,1.975000023841858,7.85,5,1,0,23,spring
97,97,2023-05-01 23:15:00,1.950000047683716,7.85,5,1,0,23,spring
98,98,2023-05-01 23:30:00,1.975000023841858,7.9,5,1,0,23,spring
99,99,2023-05-01 23:45:00,1.950000047683716,7.9,5,1,0,23,spring
100,100,2023-05-02 00:00:00,1.975000023841858,7.9125,5,2,0,0,spring
101,101,2023-05-02 00:15:00,2.0,7.8625,5,2,0,0,spring
102,102,2023-05-02 00:30:00,1.975000023841858,7.8125,5,2,0,0,spring
103,103,2023-05-02 00:45:00,1.962499976158142,7.8125,5,2,0,0,spring
104,104,2023-05-02 01:00:00,1.924999952316284,7.825,5,2,0,1,spring
105,105,2023-05-02 01:15:00,1.950000047683716,7.8375,5,2,0,1,spring
106,106,2023-05-02 01:30:00,1.975000023841858,7.85,5,2,0,1,spring
107,107,2023-05-02 01:45:00,1.975000023841858,7.8375,5,2,0,1,spring
108,108,2023-05-02 02:00:00,1.9375,7.8125,5,2,0,2,spring
109,109,2023-05-02 02:15:00,1.962499976158142,7.8125,5,2,0,2,spring
110,110,2023-05-02 02:30:00,1.962499976158142,7.7875,5,2,0,2,spring
111,111,2023-05-02 02:45:00,1.950000047683716,7.775,5,2,0,2,spring
112,112,2023-05-02 03:00:00,1.9375,7.8375,5,2,0,3,spring
113,113,2023-05-02 03:15:00,1.9375,8.0625,5,2,0,3,spring
114,114,2023-05-02 03:30:00,1.950000047683716,8.35,5,2,0,3,spring
115,115,2023-05-02 03:45:00,2.012500047683716,8.4875,5,2,0,3,spring
116,116,2023-05-02 04:00:00,2.1624999046325684,9.0,5,2,0,4,spring
117,117,2023-05-02 04:15:00,2.2249999046325684,9.5,5,2,0,4,spring
118,118,2023-05-02 04:30:00,2.087500095367432,9.9375,5,2,0,4,spring
119,119,2023-05-02 04:45:00,2.525000095367432,10.5125,5,2,0,4,spring
120,120,2023-05-02 05:00:00,2.6624999046325684,10.8,5,2,0,5,spring
121,121,2023-05-02 05:15:00,2.6624999046325684,10.825,5,2,0,5,spring
122,122,2023-05-02 05:30:00,2.6624999046325684,10.8,5,2,0,5,spring
123,123,2023-05-02 05:45:00,2.8125,10.9,5,2,0,5,spring
124,124,2023-05-02 06:00:00,2.6875,10.675,5,2,0,6,spring
125,125,2023-05-02 06:15:00,2.637500047683716,10.7875,5,2,0,6,spring
126,126,2023-05-02 06:30:00,2.762500047683716,10.8875,5,2,0,6,spring
127,127,2023-05-02 06:45:00,2.587500095367432,10.625,5,2,0,6,spring
128,128,2023-05-02 07:00:00,2.799999952316284,10.75,5,2,0,7,spring
129,129,2023-05-02 07:15:00,2.737499952316284,10.5,5,2,0,7,spring
130,130,2023-05-02 07:30:00,2.5,10.425,5,2,0,7,spring
131,131,2023-05-02 07:45:00,2.712500095367432,10.75,5,2,0,7,spring
132,132,2023-05-02 08:00:00,2.549999952316284,10.7375,5,2,0,8,spring
133,133,2023-05-02 08:15:00,2.6624999046325684,10.95,5,2,0,8,spring
134,134,2023-05-02 08:30:00,2.825000047683716,10.825,5,2,0,8,spring
135,135,2023-05-02 08:45:00,2.700000047683716,10.4875,5,2,0,8,spring
136,136,2023-05-02 09:00:00,2.762500047683716,10.525,5,2,0,9,spring
137,137,2023-05-02 09:15:00,2.5374999046325684,10.5375,5,2,0,9,spring
138,138,2023-05-02 09:30:00,2.487499952316284,10.6125,5,2,0,9,spring
139,139,2023-05-02 09:45:00,2.737499952316284,10.9125,5,2,0,9,spring
140,140,2023-05-02 10:00:00,2.775000095367432,10.6625,5,2,0,10,spring
141,141,2023-05-02 10:15:00,2.612499952316284,10.4125,5,2,0,10,spring
142,142,2023-05-02 10:30:00,2.7874999046325684,10.2625,5,2,0,10,spring
143,143,2023-05-02 10:45:00,2.487499952316284,10.1625,5,2,0,10,spring
144,144,2023-05-02 11:00:00,2.525000095367432,10.2125,5,2,0,11,spring
145,145,2023-05-02 11:15:00,2.462500095367432,10.3375,5,2,0,11,spring
146,146,2023-05-02 11:30:00,2.6875,10.45,5,2,0,11,spring
147,147,2023-05-02 11:45:00,2.5374999046325684,10.2625,5,2,0,11,spring
148,148,2023-05-02 12:00:00,2.650000095367432,10.2875,5,2,0,12,spring
149,149,2023-05-02 12:15:00,2.575000047683716,10.125,5,2,0,12,spring
150,150,2023-05-02 12:30:00,2.5,10.05,5,2,0,12,spring
151,151,2023-05-02 12:45:00,2.5625,10.2,5,2,0,12,spring
152,152,2023-05-02 13:00:00,2.487499952316284,10.175,5,2,0,13,spring
153,153,2023-05-02 13:15:00,2.5,10.2,5,2,0,13,spring
154,154,2023-05-02 13:30:00,2.650000095367432,10.35,5,2,0,13,spring
155,155,2023-05-02 13:45:00,2.5374999046325684,10.275,5,2,0,13,spring
156,156,2023-05-02 14:00:00,2.512500047683716,10.275,5,2,0,14,spring
157,157,2023-05-02 14:15:00,2.650000095367432,10.3625,5,2,0,14,spring
158,158,2023-05-02 14:30:00,2.575000047683716,10.325,5,2,0,14,spring
159,159,2023-05-02 14:45:00,2.5374999046325684,10.4125,5,2,0,14,spring
160,160,2023-05-02 15:00:00,2.5999999046325684,10.5125,5,2,0,15,spring
161,161,2023-05-02 15:15:00,2.612499952316284,10.65,5,2,0,15,spring
162,162,2023-05-02 15:30:00,2.6624999046325684,10.9125,5,2,0,15,spring
163,163,2023-05-02 15:45:00,2.637500047683716,11.2,5,2,0,15,spring
164,164,2023-05-02 16:00:00,2.737499952316284,11.0,5,2,0,16,spring
165,165,2023-05-02 16:15:00,2.875,10.575,5,2,0,16,spring
166,166,2023-05-02 16:30:00,2.950000047683716,10.3125,5,2,0,16,spring
167,167,2023-05-02 16:45:00,2.4375,9.7875,5,2,0,16,spring
168,168,2023-05-02 17:00:00,2.3125,9.4625,5,2,0,17,spring
169,169,2023-05-02 17:15:00,2.612499952316284,9.0,5,2,0,17,spring
170,170,2023-05-02 17:30:00,2.424999952316284,8.325,5,2,0,17,spring
171,171,2023-05-02 17:45:00,2.112499952316284,7.85,5,2,0,17,spring
172,172,2023-05-02 18:00:00,1.850000023841858,7.4875,5,2,0,18,spring
173,173,2023-05-02 18:15:00,1.9375,7.425,5,2,0,18,spring
174,174,2023-05-02 18:30:00,1.950000047683716,7.2875,5,2,0,18,spring
175,175,2023-05-02 18:45:00,1.75,7.025,5,2,0,18,spring
176,176,2023-05-02 19:00:00,1.787500023841858,6.9625,5,2,0,19,spring
177,177,2023-05-02 19:15:00,1.7999999523162842,6.925,5,2,0,19,spring
178,178,2023-05-02 19:30:00,1.6875,6.8625,5,2,0,19,spring
179,179,2023-05-02 19:45:00,1.6875,6.875,5,2,0,19,spring
180,180,2023-05-02 20:00:00,1.75,7.075,5,2,0,20,spring
181,181,2023-05-02 20:15:00,1.7374999523162842,7.45,5,2,0,20,spring
182,182,2023-05-02 20:30:00,1.7000000476837158,7.775,5,2,0,20,spring
183,183,2023-05-02 20:45:00,1.887500047683716,8.0875,5,2,0,20,spring
184,184,2023-05-02 21:00:00,2.125,8.2,5,2,0,21,spring
185,185,2023-05-02 21:15:00,2.0625,8.125,5,2,0,21,spring
186,186,2023-05-02 21:30:00,2.012500047683716,8.125,5,2,0,21,spring
187,187,2023-05-02 21:45:00,2.0,8.1375,5,2,0,21,spring
188,188,2023-05-02 22:00:00,2.049999952316284,8.1125,5,2,0,22,spring
189,189,2023-05-02 22:15:00,2.0625,8.075,5,2,0,22,spring
190,190,2023-05-02 22:30:00,2.025000095367432,8.0625,5,2,0,22,spring
191,191,2023-05-02 22:45:00,1.975000023841858,8.0625,5,2,0,22,spring
192,192,2023-05-02 23:00:00,2.012500047683716,8.075,5,2,0,23,spring
193,193,2023-05-02 23:15:00,2.049999952316284,8.0375,5,2,0,23,spring
194,194,2023-05-02 23:30:00,2.025000095367432,7.975,5,2,0,23,spring
195,195,2023-05-02 23:45:00,1.987499952316284,7.95,5,2,0,23,spring
196,196,2023-05-03 00:00:00,1.975000023841858,7.975,5,3,0,0,spring
197,197,2023-05-03 00:15:00,1.987499952316284,7.975,5,3,0,0,spring
198,198,2023-05-03 00:30:00,2.0,7.9875,5,3,0,0,spring
199,199,2023-05-03 00:45:00,2.012500047683716,8.05,5,3,0,0,spring
200,200,2023-05-03 01:00:00,1.975000023841858,8.05,5,3,0,1,spring
201,201,2023-05-03 01:15:00,2.0,8.0625,5,3,0,1,spring
202,202,2023-05-03 01:30:00,2.0625,8.0375,5,3,0,1,spring
203,203,2023-05-03 01:45:00,2.012500047683716,7.9375,5,3,0,1,spring
204,204,2023-05-03 02:00:00,1.987499952316284,7.85,5,3,0,2,spring
205,205,2023-05-03 02:15:00,1.975000023841858,7.825,5,3,0,2,spring
206,206,2023-05-03 02:30:00,1.962499976158142,7.7875,5,3,0,2,spring
207,207,2023-05-03 02:45:00,1.924999952316284,7.7625,5,3,0,2,spring
208,208,2023-05-03 03:00:00,1.962499976158142,7.8,5,3,0,3,spring
209,209,2023-05-03 03:15:00,1.9375,7.8375,5,3,0,3,spring
210,210,2023-05-03 03:30:00,1.9375,7.9875,5,3,0,3,spring
211,211,2023-05-03 03:45:00,1.962499976158142,8.1375,5,3,0,3,spring
212,212,2023-05-03 04:00:00,2.0,8.725,5,3,0,4,spring
213,213,2023-05-03 04:15:00,2.087500095367432,9.2625,5,3,0,4,spring
214,214,2023-05-03 04:30:00,2.087500095367432,9.875,5,3,0,4,spring
215,215,2023-05-03 04:45:00,2.549999952316284,10.4125,5,3,0,4,spring
216,216,2023-05-03 05:00:00,2.5374999046325684,10.5625,5,3,0,5,spring
217,217,2023-05-03 05:15:00,2.700000047683716,10.8625,5,3,0,5,spring
218,218,2023-05-03 05:30:00,2.625,10.8375,5,3,0,5,spring
219,219,2023-05-03 05:45:00,2.700000047683716,10.85,5,3,0,5,spring
220,220,2023-05-03 06:00:00,2.837500095367432,10.9,5,3,0,6,spring
221,221,2023-05-03 06:15:00,2.674999952316284,10.7125,5,3,0,6,spring
222,222,2023-05-03 06:30:00,2.637500047683716,10.75,5,3,0,6,spring
223,223,2023-05-03 06:45:00,2.75,10.675,5,3,0,6,spring
224,224,2023-05-03 07:00:00,2.650000095367432,10.475,5,3,0,7,spring
225,225,2023-05-03 07:15:00,2.712500095367432,10.3625,5,3,0,7,spring
226,226,2023-05-03 07:30:00,2.5625,10.175,5,3,0,7,spring
227,227,2023-05-03 07:45:00,2.549999952316284,10.275,5,3,0,7,spring
228,228,2023-05-03 08:00:00,2.5374999046325684,10.4,5,3,0,8,spring
229,229,2023-05-03 08:15:00,2.525000095367432,10.5625,5,3,0,8,spring
230,230,2023-05-03 08:30:00,2.6624999046325684,10.775,5,3,0,8,spring
231,231,2023-05-03 08:45:00,2.674999952316284,10.6625,5,3,0,8,spring
232,232,2023-05-03 09:00:00,2.700000047683716,10.6,5,3,0,9,spring
233,233,2023-05-03 09:15:00,2.737499952316284,10.4,5,3,0,9,spring
234,234,2023-05-03 09:30:00,2.549999952316284,10.35,5,3,0,9,spring
235,235,2023-05-03 09:45:00,2.612499952316284,10.3375,5,3,0,9,spring
236,236,2023-05-03 10:00:00,2.5,10.25,5,3,0,10,spring
237,237,2023-05-03 10:15:00,2.6875,10.275,5,3,0,10,spring
238,238,2023-05-03 10:30:00,2.5374999046325684,10.0875,5,3,0,10,spring
239,239,2023-05-03 10:45:00,2.525000095367432,10.05,5,3,0,10,spring
240,240,2023-05-03 11:00:00,2.525000095367432,10.0375,5,3,0,11,spring
241,241,2023-05-03 11:15:00,2.5,10.2375,5,3,0,11,spring
242,242,2023-05-03 11:30:00,2.5,10.4125,5,3,0,11,spring
243,243,2023-05-03 11:45:00,2.512500047683716,10.4125,5,3,0,11,spring
244,244,2023-05-03 12:00:00,2.7249999046325684,10.45,5,3,0,12,spring
245,245,2023-05-03 12:15:00,2.674999952316284,10.4375,5,3,0,12,spring
246,246,2023-05-03 12:30:00,2.5,10.5125,5,3,0,12,spring
247,247,2023-05-03 12:45:00,2.549999952316284,10.8,5,3,0,12,spring
248,248,2023-05-03 13:00:00,2.712500095367432,10.825,5,3,0,13,spring
249,249,2023-05-03 13:15:00,2.75,10.6125,5,3,0,13,spring
250,250,2023-05-03 13:30:00,2.7874999046325684,10.4875,5,3,0,13,spring
251,251,2023-05-03 13:45:00,2.575000047683716,10.2625,5,3,0,13,spring
252,252,2023-05-03 14:00:00,2.5,10.375,5,3,0,14,spring
253,253,2023-05-03 14:15:00,2.625,10.4875,5,3,0,14,spring
254,254,2023-05-03 14:30:00,2.5625,10.3875,5,3,0,14,spring
255,255,2023-05-03 14:45:00,2.6875,10.4,5,3,0,14,spring
256,256,2023-05-03 15:00:00,2.612499952316284,10.55,5,3,0,15,spring
257,257,2023-05-03 15:15:00,2.525000095367432,10.7125,5,3,0,15,spring
258,258,2023-05-03 15:30:00,2.575000047683716,10.8625,5,3,0,15,spring
259,259,2023-05-03 15:45:00,2.837500095367432,11.0375,5,3,0,15,spring
260,260,2023-05-03 16:00:00,2.775000095367432,10.5875,5,3,0,16,spring
261,261,2023-05-03 16:15:00,2.674999952316284,9.9375,5,3,0,16,spring
262,262,2023-05-03 16:30:00,2.75,9.725,5,3,0,16,spring
263,263,2023-05-03 16:45:00,2.387500047683716,9.3875,5,3,0,16,spring
264,264,2023-05-03 17:00:00,2.125,8.775,5,3,0,17,spring
265,265,2023-05-03 17:15:00,2.462500095367432,8.4125,5,3,0,17,spring
266,266,2023-05-03 17:30:00,2.4124999046325684,7.875,5,3,0,17,spring
267,267,2023-05-03 17:45:00,1.774999976158142,7.2125,5,3,0,17,spring
268,268,2023-05-03 18:00:00,1.7625000476837158,7.1,5,3,0,18,spring
269,269,2023-05-03 18:15:00,1.924999952316284,7.175,5,3,0,18,spring
270,270,2023-05-03 18:30:00,1.75,7.05,5,3,0,18,spring
271,271,2023-05-03 18:45:00,1.662500023841858,7.0625,5,3,0,18,spring
272,272,2023-05-03 19:00:00,1.837499976158142,7.3125,5,3,0,19,spring
273,273,2023-05-03 19:15:00,1.7999999523162842,7.45,5,3,0,19,spring
274,274,2023-05-03 19:30:00,1.7625000476837158,7.4125,5,3,0,19,spring
275,275,2023-05-03 19:45:00,1.912500023841858,7.5,5,3,0,19,spring
276,276,2023-05-03 20:00:00,1.975000023841858,7.6375,5,3,0,20,spring
277,277,2023-05-03 20:15:00,1.7625000476837158,7.7375,5,3,0,20,spring
278,278,2023-05-03 20:30:00,1.850000023841858,7.95,5,3,0,20,spring
279,279,2023-05-03 20:45:00,2.049999952316284,8.2,5,3,0,20,spring
280,280,2023-05-03 21:00:00,2.075000047683716,8.2,5,3,0,21,spring
281,281,2023-05-03 21:15:00,1.975000023841858,8.175,5,3,0,21,spring
282,282,2023-05-03 21:30:00,2.0999999046325684,8.1625,5,3,0,21,spring
283,283,2023-05-03 21:45:00,2.049999952316284,8.2,5,3,0,21,spring
284,284,2023-05-03 22:00:00,2.049999952316284,8.125,5,3,0,22,spring
285,285,2023-05-03 22:15:00,1.962499976158142,8.025,5,3,0,22,spring
286,286,2023-05-03 22:30:00,2.137500047683716,7.9625,5,3,0,22,spring
287,287,2023-05-03 22:45:00,1.975000023841858,7.7625,5,3,0,22,spring
288,288,2023-05-03 23:00:00,1.950000047683716,7.7125,5,3,0,23,spring
289,289,2023-05-03 23:15:00,1.899999976158142,7.725,5,3,0,23,spring
290,290,2023-05-03 23:30:00,1.9375,7.7875,5,3,0,23,spring
291,291,2023-05-03 23:45:00,1.924999952316284,7.8125,5,3,0,23,spring
292,292,2023-05-04 00:00:00,1.962499976158142,7.8125,5,4,0,0,spring
293,293,2023-05-04 00:15:00,1.962499976158142,7.825,5,4,0,0,spring
294,294,2023-05-04 00:30:00,1.962499976158142,7.8125,5,4,0,0,spring
295,295,2023-05-04 00:45:00,1.924999952316284,7.8625,5,4,0,0,spring
296,296,2023-05-04 01:00:00,1.975000023841858,7.85,5,4,0,1,spring
297,297,2023-05-04 01:15:00,1.950000047683716,7.7875,5,4,0,1,spring
298,298,2023-05-04 01:30:00,2.012500047683716,7.75,5,4,0,1,spring
299,299,2023-05-04 01:45:00,1.912500023841858,7.6625,5,4,0,1,spring
300,300,2023-05-04 02:00:00,1.912500023841858,7.65,5,4,0,2,spring
301,301,2023-05-04 02:15:00,1.912500023841858,7.7125,5,4,0,2,spring
302,302,2023-05-04 02:30:00,1.924999952316284,7.8125,5,4,0,2,spring
303,303,2023-05-04 02:45:00,1.899999976158142,7.8125,5,4,0,2,spring
304,304,2023-05-04 03:00:00,1.975000023841858,7.925,5,4,0,3,spring
305,305,2023-05-04 03:15:00,2.012500047683716,7.9125,5,4,0,3,spring
306,306,2023-05-04 03:30:00,1.924999952316284,7.8625,5,4,0,3,spring
307,307,2023-05-04 03:45:00,2.012500047683716,7.925,5,4,0,3,spring
308,308,2023-05-04 04:00:00,1.962499976158142,8.425,5,4,0,4,spring
309,309,2023-05-04 04:15:00,1.962499976158142,9.0625,5,4,0,4,spring
310,310,2023-05-04 04:30:00,1.987499952316284,9.6875,5,4,0,4,spring
311,311,2023-05-04 04:45:00,2.512500047683716,10.2625,5,4,0,4,spring
312,312,2023-05-04 05:00:00,2.5999999046325684,10.5625,5,4,0,5,spring
313,313,2023-05-04 05:15:00,2.587500095367432,10.75,5,4,0,5,spring
314,314,2023-05-04 05:30:00,2.5625,10.925,5,4,0,5,spring
315,315,2023-05-04 05:45:00,2.8125,10.875,5,4,0,5,spring
316,316,2023-05-04 06:00:00,2.7874999046325684,10.775,5,4,0,6,spring
317,317,2023-05-04 06:15:00,2.762500047683716,10.7,5,4,0,6,spring
318,318,2023-05-04 06:30:00,2.512500047683716,10.4875,5,4,0,6,spring
319,319,2023-05-04 06:45:00,2.712500095367432,10.6,5,4,0,6,spring
320,320,2023-05-04 07:00:00,2.712500095367432,10.35,5,4,0,7,spring
321,321,2023-05-04 07:15:00,2.549999952316284,10.15,5,4,0,7,spring
322,322,2023-05-04 07:30:00,2.625,10.1375,5,4,0,7,spring
323,323,2023-05-04 07:45:00,2.462500095367432,10.1625,5,4,0,7,spring
324,324,2023-05-04 08:00:00,2.512500047683716,10.2,5,4,0,8,spring
325,325,2023-05-04 08:15:00,2.5374999046325684,10.2,5,4,0,8,spring
326,326,2023-05-04 08:30:00,2.650000095367432,10.3125,5,4,0,8,spring
327,327,2023-05-04 08:45:00,2.5,10.3375,5,4,0,8,spring
328,328,2023-05-04 09:00:00,2.512500047683716,10.5125,5,4,0,9,spring
329,329,2023-05-04 09:15:00,2.650000095367432,10.6,5,4,0,9,spring
330,330,2023-05-04 09:30:00,2.674999952316284,10.6,5,4,0,9,spring
331,331,2023-05-04 09:45:00,2.674999952316284,10.55,5,4,0,9,spring
332,332,2023-05-04 10:00:00,2.5999999046325684,10.475,5,4,0,10,spring
333,333,2023-05-04 10:15:00,2.650000095367432,10.6,5,4,0,10,spring
334,334,2023-05-04 10:30:00,2.625,10.675,5,4,0,10,spring
335,335,2023-05-04 10:45:00,2.5999999046325684,10.6375,5,4,0,10,spring
336,336,2023-05-04 11:00:00,2.7249999046325684,10.5375,5,4,0,11,spring
337,337,2023-05-04 11:15:00,2.7249999046325684,10.5125,5,4,0,11,spring
338,338,2023-05-04 11:30:00,2.587500095367432,10.3125,5,4,0,11,spring
339,339,2023-05-04 11:45:00,2.5,10.2125,5,4,0,11,spring
340,340,2023-05-04 12:00:00,2.700000047683716,10.2375,5,4,0,12,spring
341,341,2023-05-04 12:15:00,2.525000095367432,10.175,5,4,0,12,spring
342,342,2023-05-04 12:30:00,2.487499952316284,10.3625,5,4,0,12,spring
343,343,2023-05-04 12:45:00,2.525000095367432,10.6875,5,4,0,12,spring
344,344,2023-05-04 13:00:00,2.637500047683716,10.7,5,4,0,13,spring
345,345,2023-05-04 13:15:00,2.712500095367432,10.6125,5,4,0,13,spring
346,346,2023-05-04 13:30:00,2.8125,10.5625,5,4,0,13,spring
347,347,2023-05-04 13:45:00,2.5374999046325684,10.2625,5,4,0,13,spring
348,348,2023-05-04 14:00:00,2.549999952316284,10.3375,5,4,0,14,spring
